4.30000e+01,1.00000e+00,1.00000e+00,1.12700e+03,1.66500e+03,5.51303e+03,-1.08706e+03,-1.37450e+03,3.05553e+03,-2.89426e+02,-4.45331e-01,-2.94780e-02,1.00445e+06,3.66013e-01,4.69729e+03,1.78063e-01,3.33079e-01,4.82959e-01,6.60813e-01,8.28109e-01,1.03270e-03,-6.19195e-03,4.36926e-01,2.26669e+03,6.91030e+00,9.94794e-01,9.87438e-01,3.68291e-01,3.85000e+02,4.53732e-01,5.89717e-02,2.73546e+00,8.40499e-01,1.00000e+00,8.33333e-02,3.33333e-02,3.33333e-02
4.30000e+01,1.00000e+00,1.00000e+00,4.73000e+02,1.51600e+03,4.63508e+03,-5.57499e+02,-4.56721e+02,2.49561e+03,-1.63076e+02,-3.62506e-01,9.05846e-01,1.77691e+06,2.75805e-01,3.11815e+03,1.51171e-01,2.86303e-01,4.20199e-01,5.97616e-01,7.87632e-01,7.63866e-03,1.85861e-02,8.96054e-01,1.56131e+03,1.43133e+01,9.96191e-01,9.48933e-01,2.71204e-01,5.90000e+01,6.72419e-01,-9.89121e-01,1.06864e+00,7.96512e-01,1.00000e+00,1.66667e-01,1.66667e-01,1.00000e-01
4.30000e+01,1.00000e+00,1.00000e+00,1.69900e+03,1.09100e+03,3.33360e+03,-5.71670e+02,-5.53078e+02,1.75640e+03,-3.70156e+01,-1.01276e-01,6.70262e-01,1.45113e+06,2.55392e-01,2.00429e+03,1.48512e-01,2.70721e-01,3.86078e-01,5.60590e-01,7.58746e-01,7.87941e-03,6.84697e-03,1.35482e+00,1.00438e+03,8.14592e+00,9.95878e-01,9.94119e-01,1.44115e-01,1.00000e+00,7.98699e-01,-2.51969e+00,4.43056e-01,7.91074e-01,1.00000e+00,8.33333e-02,1.00000e-01,-1.66667e-01
4.30000e+01,1.00000e+00,1.00000e+00,8.26000e+02,6.98000e+02,3.12089e+03,6.86722e+02,6.89207e+02,1.55423e+03,5.99646e+01,9.25951e-02,6.71191e-02,1.18045e+06,3.03894e-01,2.11595e+03,1.45325e-01,2.76049e-01,4.11118e-01,5.69343e-01,7.53452e-01,1.39179e-03,-5.91099e-03,1.51926e+00,1.05534e+03,2.13429e+00,9.74261e-01,9.74073e-01,1.56490e-01,1.00000e+00,5.84145e-01,-9.52934e-01,3.29842e-01,8.01489e-01,7.33965e-01,0.00000e+00,1.00000e-01,1.00000e-01
4.30000e+01,1.00000e+00,1.00000e+00,1.78600e+03,5.71000e+02,4.05504e+05,1.10160e+05,1.43455e+05,2.35499e+05,2.02001e+04,6.35732e-01,2.47164e-01,7.40542e+07,3.88648e-01,4.12699e+05,2.26484e-01,3.51038e-01,5.80546e-01,7.29068e-01,8.57429e-01,1.10257e-02,7.34558e-03,7.19257e-02,1.80064e+05,9.51165e+01,9.81040e-01,9.58014e-01,3.75106e-01,3.57000e+02,3.20868e-01,-7.83543e-01,1.96393e+01,8.04383e-01,1.00000e+00,2.08333e-01,-3.33333e-02,-1.66667e-01
4.30000e+01,1.00000e+00,1.00000e+00,6.67000e+02,1.93500e+03,1.64208e+04,6.06259e+03,4.18413e+03,8.97563e+03,7.86978e+02,6.10952e-01,-1.53322e-02,4.06147e+06,3.26154e-01,1.30558e+04,1.86715e-01,3.30296e-01,4.60084e-01,6.01319e-01,7.90020e-01,1.30003e-02,-6.15385e-03,2.18915e-01,5.47291e+03,3.77285e+01,9.88460e-01,9.70407e-01,3.26526e-01,2.46000e+02,5.08376e-01,-5.43791e-01,1.19346e+00,8.16194e-01,1.00000e+00,2.08333e-01,3.33333e-02,-1.00000e-01
4.30000e+01,1.00000e+00,1.00000e+00,2.29000e+02,9.42000e+02,1.45392e+04,-2.40255e+03,-2.64674e+03,7.39205e+03,-5.67649e+02,-4.67066e-01,-3.44673e-01,3.40215e+06,3.08559e-01,9.96038e+03,1.56777e-01,2.92845e-01,4.25559e-01,5.90306e-01,7.86286e-01,7.40219e-03,1.40895e-02,6.25482e-01,4.95446e+03,3.42894e+01,9.93627e-01,9.51046e-01,2.73297e-01,1.21000e+02,5.62170e-01,-2.06245e+00,1.53998e+00,7.96284e-01,1.00000e+00,8.33333e-02,3.33333e-02,-2.33333e-01
4.30000e+01,1.00000e+00,1.00000e+00,1.81500e+03,1.13000e+02,4.20347e+03,2.19418e+02,2.98619e+02,2.34528e+03,1.28241e+02,2.05350e-01,1.27973e-01,2.66682e+06,2.57470e-01,2.76363e+03,1.49450e-01,2.76970e-01,3.97456e-01,5.60784e-01,7.59409e-01,7.64951e-03,-1.04239e-03,1.21471e+00,1.39083e+03,4.02940e+00,9.80590e-01,9.78502e-01,2.00135e-01,6.00000e+00,8.32523e-01,-5.03112e-01,9.26720e-01,7.22268e-01,1.00000e+00,0.00000e+00,-3.33333e-02,-1.66667e-01
4.30000e+01,1.00000e+00,1.00000e+00,1.95400e+03,1.62000e+03,4.20588e+03,-1.61999e+03,-1.80977e+03,2.19360e+03,-1.57578e+02,-5.29089e-01,-2.44976e-01,9.03292e+05,3.37056e-01,3.06345e+03,1.55144e-01,2.86157e-01,4.21545e-01,5.98230e-01,7.84049e-01,3.72503e-03,1.42132e-02,6.71615e-01,1.50067e+03,4.76237e+01,9.96462e-01,9.60252e-01,3.13511e-01,2.36000e+02,4.19966e-01,-1.23945e-01,1.23539e-01,8.04576e-01,1.00000e+00,0.00000e+00,-1.00000e-01,3.33333e-02
4.30000e+01,1.00000e+00,1.00000e+00,1.11300e+03,1.93800e+03,7.02643e+03,-2.04701e+03,-2.88788e+03,3.84902e+03,-3.56278e+02,-6.33575e-01,-4.07010e-01,1.04757e+06,3.53162e-01,5.82111e+03,1.89474e-01,3.37493e-01,4.72519e-01,6.30742e-01,8.21921e-01,5.13171e-03,3.41880e-03,3.00905e-01,2.65446e+03,2.01290e+01,9.87635e-01,9.73104e-01,3.83207e-01,4.08000e+02,3.70598e-01,-6.19262e-01,2.64675e+00,8.33338e-01,1.00000e+00,4.16667e-02,3.33333e-02,-3.33333e-02
