-1.00000e+00,-1.00000e+00,-1.00000e+00,1.62000e+03,6.91000e+02,4.59417e+00,2.60907e-01,-3.29842e-01,2.24182e-03,1.69976e+00,7.84866e-02,9.75965e-01,1.96595e-02,4.85537e-02,4.18678e-05,8.58075e-01,1.68379e-02,4.22647e+00,2.83899e-01,1.55622e+00,4.41274e-02,8.46143e-01,1.80392e-02,-2.79225e-01,1.35587e-03,0.00000e+00,1.00000e+00,-1.37028e+01,2.84276e-02,0.00000e+00,1.00000e+00,4.61938e+01,1.65818e-01,-7.28469e+00,5.61801e-01,9.15072e-01,2.29343e-02,9.35127e-03,2.42245e-06,5.61069e-01,6.47147e-03,-1.18950e+00,3.53998e-02,8.23451e-01,1.57008e-02,-1.09107e+00,2.70645e-02,-1.94722e-01,7.34639e-04,-3.38969e-01,2.70217e-03,-3.69868e-01,5.98008e-04,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,5.09000e+02,2.56000e+02,1.08449e+00,3.88139e-02,1.24368e+00,4.11601e-02,2.15156e+00,1.25028e-01,1.67993e+00,6.46303e-02,2.17167e+00,1.26479e-01,2.23279e+00,1.09452e-01,1.93835e+00,8.70008e-02,1.57231e+00,7.14439e-02,1.21925e+00,3.39040e-02,7.04281e-01,1.08901e-02,-1.23590e-01,1.22244e-04,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,1.35451e+00,4.81942e-02,8.32546e-01,1.82491e-02,3.11876e-01,2.67307e-03,8.41221e-01,1.70968e-02,-4.34188e-01,5.95745e-03,-5.63311e-01,9.37092e-03,1.00553e-01,3.17448e-04,2.19648e-01,1.34450e-03,2.67041e-01,1.95711e-03,5.16017e-01,7.29202e-03,-4.76112e-01,6.14403e-03,-9.39938e-01,2.83862e-02,1.03456e+00,1.25171e-02,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.05400e+03,8.24000e+02,-2.57738e-01,2.29278e-03,2.17948e-01,1.73703e-03,2.21962e-02,1.58875e-05,8.15815e-01,2.63428e-02,-2.23991e-01,2.01864e-03,-2.41942e-01,1.68372e-03,-1.10460e+00,4.32898e-02,-2.33203e-01,1.99023e-03,-5.15580e-03,8.33917e-07,3.89021e+00,3.06657e-01,1.96817e+01,9.15034e-01,-3.49008e+00,2.96796e-01,-3.16081e+01,3.09466e-01,2.25377e+00,1.36652e-02,-8.86251e-01,2.70775e-02,-7.78085e-01,2.07583e-02,8.74541e-02,2.48486e-04,-6.62139e-01,1.73486e-02,-4.75798e-01,7.85816e-03,-4.24713e-01,5.66144e-03,-2.93708e-01,2.82084e-03,5.16243e-01,7.68798e-03,-5.79315e-01,1.09275e-02,-7.55648e-01,2.06412e-02,4.38485e-01,6.60986e-03,-8.42435e-01,1.70102e-02,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.04800e+03,9.46000e+02,1.07643e+01,6.34478e-01,-7.84029e+00,4.39797e-01,-9.55019e-01,7.25704e-03,3.48748e+00,1.39413e-01,2.04159e+00,8.64900e-02,1.56811e+00,4.84185e-02,1.41099e+00,2.79706e-02,-4.84869e-01,3.06146e-03,-2.04419e+00,5.10033e-02,-1.09046e+00,1.95244e-02,-1.21597e+00,1.71531e-02,-1.42512e+00,4.46170e-02,-1.71592e+01,9.15414e-02,-6.06697e-01,3.06133e-03,6.35833e+00,4.18185e-01,-7.61082e+00,3.71028e-01,-1.82531e+00,4.79369e-02,-3.63230e+00,1.62954e-01,-2.20407e+00,9.10448e-02,7.89147e-01,1.27941e-02,-4.11097e-01,2.96990e-03,2.81893e+00,8.06238e-02,1.33232e+00,1.26711e-02,-8.70874e-02,5.41750e-05,-2.33937e+00,3.51476e-02,-1.96915e+00,2.64820e-02,-1.18186e+00,1.97182e-03
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.19200e+03,4.66000e+02,1.23355e+01,8.83742e-01,-1.10610e+01,5.44399e-01,1.11410e+01,6.46374e-01,-3.42607e+00,3.21274e-01,3.35670e+00,2.37218e-01,-7.33803e+00,2.95166e-01,5.18137e+00,3.67582e-01,7.27326e+00,3.54035e-01,3.85406e+00,1.20902e-01,9.36237e-01,1.14176e-02,-4.82138e+00,1.02167e-01,3.67783e+00,4.16824e-01,-5.44236e+00,3.93050e-01,-3.91175e+00,7.71101e-02,-1.25104e+01,7.93962e-01,9.30956e+00,5.15790e-01,-1.37746e+01,7.06161e-01,3.17426e+00,2.03675e-01,-4.42840e+00,8.57866e-02,4.86079e+00,3.95860e-01,1.18011e+01,4.67186e-01,-7.15741e+00,3.75777e-01,1.17368e+01,5.30809e-01,-1.38913e+01,7.87571e-01,1.34984e+01,6.64395e-01,-6.64795e+00,5.06498e-01,1.81380e+01,7.94941e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.19800e+03,2.00900e+03,-1.21818e+00,2.40811e-02,6.63923e-01,6.70011e-03,6.42268e+00,2.29012e-01,4.92987e-01,3.13182e-03,-3.06727e+00,1.93206e-01,-1.00975e+00,1.49438e-02,-1.31207e+00,3.44203e-02,2.66836e+00,1.13999e-01,1.05519e+00,2.31247e-02,2.11927e+00,1.04338e-01,4.15923e+00,7.21131e-02,4.54034e+00,4.40543e-02,0.00000e+00,1.00000e+00,-1.76302e+00,5.11358e-02,2.49354e-01,1.38684e-03,-3.53844e+00,2.09340e-01,-1.00568e+00,2.36126e-02,6.43368e+00,4.28955e-01,6.85716e-01,1.04782e-02,-1.14116e+00,2.46602e-02,-1.07566e+00,1.86454e-02,-4.41349e-01,3.50561e-03,4.07918e+00,2.63628e-01,3.74931e-01,2.26503e-03,-4.38016e+00,9.57929e-02,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.49500e+03,5.38000e+02,1.15440e+01,5.47248e-01,2.50709e+00,6.34629e-02,1.78396e+00,3.34331e-02,-1.20218e+00,1.82334e-02,5.45905e+00,2.59841e-01,-1.85431e+00,4.19208e-02,1.73419e+00,4.63043e-02,-1.75764e+00,3.57075e-02,-1.82612e+00,3.81351e-02,-2.69137e+00,6.87512e-02,0.00000e+00,1.00000e+00,6.21472e+00,4.04162e-02,-5.33736e-01,3.44206e-04,-4.52814e-01,1.04778e-03,9.22687e-01,1.23991e-02,-2.11869e+00,5.82021e-02,-2.15508e+00,5.82601e-02,-4.66506e+00,2.12060e-01,1.03170e+00,1.07701e-02,5.29725e-01,2.62313e-03,-1.87837e+00,3.70785e-02,6.46198e-02,4.21951e-05,-6.13543e+00,3.01673e-01,-3.41353e+00,2.26409e-02,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.12300e+03,2.48000e+02,9.60770e-01,6.86609e-03,-5.56838e+00,1.57064e-01,4.88070e+00,1.20214e-01,-2.93895e-01,3.63466e-04,3.34503e+00,5.65264e-02,1.04359e+00,5.46818e-03,3.90922e+00,7.30703e-02,5.57034e-01,1.52384e-03,-2.60644e-01,4.29723e-04,-1.96178e+00,2.04118e-02,8.03389e-01,4.97110e-03,-1.06042e+00,6.75841e-03,-3.61980e-01,8.54211e-04,2.93982e+00,5.79669e-04,-2.01735e-01,2.28534e-04,1.34357e+00,1.50948e-02,-7.15196e+00,2.01219e-01,-3.22338e-01,4.83383e-04,-8.92898e-01,3.43862e-03,1.57867e+00,1.33377e-02,-8.30336e-01,2.76535e-03,-8.63936e-01,4.34105e-03,3.01787e+00,6.52173e-02,1.61925e+00,1.71989e-02,1.44435e+00,1.17576e-02,-1.25136e+00,1.03557e-02,2.92785e-01,1.97746e-03
-1.00000e+00,-1.00000e+00,-1.00000e+00,7.50000e+02,1.02300e+03,7.91932e-01,1.83186e-02,-4.56648e-01,8.22429e-03,7.44304e-01,1.97821e-02,-6.13029e-01,1.27439e-02,-2.22868e+00,1.37654e-01,1.59297e+00,1.09795e-01,1.12669e-01,5.24376e-04,-1.04357e-01,5.11495e-04,5.70251e-01,1.33620e-02,-1.15905e+00,4.78305e-02,4.53277e-01,9.21844e-03,4.95310e+00,3.43969e-01,-4.02894e+01,3.55680e-01,-7.54338e-01,1.51210e-02,3.16484e+00,2.51962e-01,1.44600e+00,8.45724e-02,1.75805e+00,1.26548e-01,-2.91209e+00,2.62654e-01,-1.98531e+00,1.49166e-01,-1.08802e+00,4.38322e-02,-1.83325e+00,1.50558e-01,-3.14677e-01,3.28028e-03,-1.17105e+00,5.64186e-02,-2.63741e+00,2.02102e-01,-1.07325e+00,5.83590e-02,2.73270e+00,3.34742e-02,0.00000e+00,1.00000e+00
-1.00000e+00,-1.00000e+00,-1.00000e+00,2.03600e+03,1.77600e+03,4.12787e-02,9.31656e-04,-1.51502e+01,5.69220e-02,-2.83624e+00,5.48802e-01,-2.73215e+00,7.43989e-01,-2.33896e+00,6.71086e-01,-1.63441e+00,6.85565e-01,-1.84562e+00,7.81791e-01,-1.29288e+00,6.45829e-01,-2.91954e+00,7.15336e-01,-5.16422e+00,9.04259e-01,-3.28257e-01,1.07441e-01,2.54938e-01,3.20235e-02,-1.80148e+00,2.30934e-02,-3.54022e-01,4.12714e-02,-1.04471e+00,1.16214e-02,-4.34710e-01,6.81366e-02,1.79347e-01,3.43975e-02,-2.09698e-01,4.81727e-02,-9.25886e-02,1.03065e-02,-2.98373e-01,7.17230e-02,1.83910e-01,3.61745e-02,1.21237e+00,6.65416e-01,7.85879e+00,9.09233e-01,5.16896e-01,1.74255e-01,-1.16913e+00,6.07367e-01,-1.44709e+00,1.53299e-01,0.00000e+00,1.00000e+00
