-1.00000e+00,-1.00000e+00,-1.00000e+00,1.62000e+03,6.91000e+02,7.18450e+03,1.06622e+03,4.96723e+02,4.34853e+03,4.71615e+02,4.78132e-01,-1.32986e-01,1.14689e+06,3.86779e-01,7.63914e+03,3.11046e-01,4.70676e-01,5.96886e-01,7.30969e-01,8.61682e-01,1.82749e-03,-9.13075e-03,2.52141e-01,3.63463e+03,4.56243e+01,9.97470e-01,9.29438e-01,4.32525e-01,5.40000e+02,2.47626e-01,4.84174e-01,1.83324e+00,8.85177e-01,1.00000e+00,9.52381e-02,3.33333e-02,-3.33333e-02,8.81904e-02
-1.00000e+00,-1.00000e+00,-1.00000e+00,5.09000e+02,2.56000e+02,6.95383e+03,4.29984e+03,3.02696e+03,3.96842e+03,3.99450e+02,7.82280e-01,-8.53281e-01,8.00467e+05,3.09732e-01,5.56344e+03,1.39711e-01,2.81733e-01,4.41474e-01,6.45090e-01,8.45475e-01,2.21598e-02,-2.18341e-03,1.57093e-01,2.22801e+03,3.58287e+01,8.41954e-01,8.29611e-01,4.01835e-01,5.69000e+02,4.11416e-01,8.13717e-01,4.27006e-01,8.24122e-01,1.00000e+00,0.00000e+00,-3.33333e-02,-3.33333e-02,1.03901e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.05400e+03,8.24000e+02,5.02696e+03,-8.55669e+02,-9.07723e+02,3.01506e+03,2.35223e+02,4.90121e-01,1.80083e-01,7.65492e+05,3.97937e-01,5.27541e+03,2.98313e-01,4.58352e-01,5.79946e-01,7.13726e-01,8.63039e-01,9.38380e-04,1.50047e-02,2.16313e-01,2.66057e+03,3.76264e+01,8.18924e-01,8.16151e-01,4.29969e-01,4.55000e+02,2.11941e-01,3.86210e-01,2.31106e-01,8.80481e-01,1.00000e+00,1.66667e-01,3.00000e-01,-1.00000e-01,1.29587e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.04800e+03,9.46000e+02,5.45704e+03,1.59756e+03,1.30911e+03,3.17568e+03,-3.27032e+02,-7.77551e-01,1.25358e-01,1.32833e+06,3.92230e-01,5.45614e+03,2.81498e-01,4.50008e-01,5.75886e-01,7.14439e-01,8.51917e-01,7.77552e-03,1.92568e-02,4.08212e-01,2.73783e+03,3.73058e+01,8.60842e-01,8.34045e-01,4.13584e-01,5.74000e+02,2.74662e-01,-4.27166e-01,3.29437e+00,8.05069e-01,1.00000e+00,1.53846e-01,-1.00000e-01,1.00000e-01,1.10561e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.19200e+03,4.66000e+02,1.36740e+04,2.33956e+03,2.92807e+03,7.10908e+03,-1.33454e+02,-1.55314e-01,2.41531e-01,1.53130e+06,3.36752e-01,9.45331e+03,1.37124e-01,2.71585e-01,3.92868e-01,5.78413e-01,8.14499e-01,2.56849e-03,1.62393e-02,1.28949e-01,4.69749e+03,3.31510e+01,9.95158e-01,9.93699e-01,3.27365e-01,5.20000e+01,3.81197e-01,-1.98600e-01,2.60570e+00,8.07130e-01,1.00000e+00,1.00000e-01,-1.66667e-01,3.66667e-01,6.90527e-02
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.19800e+03,2.00900e+03,1.38972e+04,-9.07663e+02,-1.97096e+03,6.89495e+03,7.10253e+02,7.65789e-01,-8.38691e-01,1.84194e+06,2.84711e-01,8.28128e+03,1.27548e-01,2.39713e-01,3.50015e-01,5.24470e-01,7.42267e-01,2.34349e-02,-1.13750e-02,2.68220e-01,4.03277e+03,3.28023e+01,9.70069e-01,9.66637e-01,3.51756e-01,2.87000e+02,4.85112e-01,-2.03477e+00,7.44315e+00,7.86559e-01,1.00000e+00,0.00000e+00,-3.33333e-02,3.33333e-02,8.59761e-02
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.49500e+03,5.38000e+02,6.61066e+03,-1.69145e+03,-1.68087e+03,3.37397e+03,-3.46834e+02,-4.89595e-02,-2.71757e-01,1.53447e+06,3.10149e-01,4.55001e+03,1.50630e-01,2.79388e-01,4.13141e-01,5.76241e-01,7.80617e-01,1.02983e-02,-1.06458e-03,7.92886e-01,2.26089e+03,3.31671e+01,9.79371e-01,9.28118e-01,2.78534e-01,7.20000e+01,5.28034e-01,-1.39901e+00,2.08823e+00,7.91501e-01,9.99996e-01,4.54545e-02,-3.33333e-02,-1.00000e-01,1.16577e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,1.12300e+03,2.48000e+02,3.13713e+03,-2.42105e+02,-2.61705e+02,1.67286e+03,-8.95329e+01,-4.11429e-01,2.88926e-02,7.74817e+05,3.43624e-01,2.38479e+03,1.63490e-01,3.06324e-01,4.33135e-01,6.12983e-01,8.15640e-01,2.68601e-04,1.07383e-02,1.01739e+00,1.19390e+03,4.09472e+01,9.70792e-01,9.22107e-01,2.87504e-01,1.57000e+02,3.92215e-01,-7.65727e-01,1.11535e-01,8.17447e-01,1.00000e+00,7.40741e-02,-3.33333e-02,1.66667e-01,1.60227e-01
-1.00000e+00,-1.00000e+00,-1.00000e+00,7.50000e+02,1.02300e+03,1.43678e+04,-1.05814e+03,2.60163e+03,9.32127e+03,7.71229e+02,6.25958e-01,4.53048e-01,1.25367e+06,3.72037e-01,1.69441e+04,2.97666e-01,4.94989e-01,6.35322e-01,7.81538e-01,8.95503e-01,3.00210e-04,-1.92019e-02,7.41411e-02,6.02428e+03,2.97919e+01,9.86864e-01,9.67061e-01,4.47000e-01,5.13000e+02,2.29823e-01,1.50146e-01,2.70829e+00,8.97266e-01,1.00000e+00,2.30769e-01,-1.66667e-01,-1.00000e-01,8.80104e-02
-1.00000e+00,-1.00000e+00,-1.00000e+00,2.03600e+03,1.77600e+03,5.81514e+04,-7.31845e+03,3.85128e+03,3.76726e+04,-2.89208e+03,-5.75479e-01,6.44219e-01,1.79423e+06,2.03053e-01,6.23796e+04,3.74332e-01,4.78866e-01,5.74571e-01,7.08305e-01,8.63442e-01,2.77087e-02,-1.06496e-02,3.54057e-03,2.42998e+04,3.05044e+01,9.85014e-01,9.17036e-01,4.41098e-01,4.90000e+02,5.92829e-02,9.32426e-02,7.88039e+01,8.88063e-01,1.00000e+00,1.90476e-01,-3.33333e-02,-3.33333e-02,2.25194e-02
