1248.754 1534.368 1248 1534 lc/lc_2020aajq 1
1189.641 1745.493 1189 1745 lc/lc_2020aalz 1
1247.481 1917.298 1247 1917 lc/lc_2020aaqm 1
1800.531 612.509 1800 612 lc/lc_2020aauh 1
640.383 1948.526 640 1948 lc/lc_2020absm 1
1952.773 1207.761 1952 1207 lc/lc_2020abtd 1
1197.049 1339.188 1197 1339 lc/lc_2020abwb 1
1725.851 1752.451 1725 1752 lc/lc_2020acgd 1
1649.408 1620.273 1649 1620 lc/lc_2020adff 1
729.798 1881.901 729 1881 lc/lc_2020adkj 1
1294.552 218.012 1294 218 lc/lc_2020adlc 1
1174.242 1868.088 1174 1868 lc/lc_2020adle 1
1739.641 1425.800 1739 1425 lc/lc_2020aeed 1
1266.785 2007.581 1266 2007 lc/lc_2020aeeq 1
1651.118 1370.597 1651 1370 lc/lc_2020aemy 1
1979.383 1598.647 1979 1598 lc/lc_2020aeny 1
902.552 1864.854 902 1864 lc/lc_2020aeof 1
1879.555 1787.455 1879 1787 lc/lc_2021ng 1
1173.609 1127.278 1173 1127 lc/lc_2021zn 1
1171.305 1523.368 1171 1523 lc/lc_2021zz 1
1699.746 1735.140 1699 1735 lc/lc_2021asn 1
