863.345 375.324 863 375 lc/lc_2020aarw 1
1108.978 1644.678 1108 1644 lc/lc_2020aatb 1
1689.547 13.705 1689 13 lc/lc_2020aavs 1
1753.133 722.992 1753 722 lc/lc_2020abjl 1
1191.700 362.349 1191 362 lc/lc_2020abof 1
216.138 2029.956 216 2029 lc/lc_2020abvz 1
1895.013 1197.990 1895 1197 lc/lc_2020abxl 1
365.261 1939.920 365 1939 lc/lc_2020acbp 1
940.221 1632.364 940 1632 lc/lc_2020acgb 1
1091.958 729.178 1091 729 lc/lc_2020acge 1
1119.597 1579.846 1119 1579 lc/lc_2020acls 1
816.116 1487.250 816 1487 lc/lc_2020acna 1
1006.408 766.658 1006 766 lc/lc_2020acrs 1
1462.067 777.711 1462 777 lc/lc_2020adda 1
1554.726 140.412 1554 140 lc/lc_2020adgq 1
661.387 1918.538 661 1918 lc/lc_2020adim 1
1219.422 619.427 1219 619 lc/lc_2020adlx 1
431.177 264.870 431 264 lc/lc_2020adnk 1
1946.479 677.205 1946 677 lc/lc_2020adpr 1
1394.452 1534.292 1394 1534 lc/lc_2020advu 1
548.549 1658.684 548 1658 lc/lc_2020adwr 1
623.828 567.035 623 567 lc/lc_2020adww 1
475.188 418.828 475 418 lc/lc_2020adyh 1
1656.649 741.519 1656 741 lc/lc_2020adyt 1
951.636 1305.179 951 1305 lc/lc_2020aeax 1
1261.036 1050.179 1261 1050 lc/lc_2020aeay 1
2082.480 1237.080 2082 1237 lc/lc_2020aecz 1
1779.665 532.169 1779 532 lc/lc_2020aedd 1
179.496 1760.416 179 1760 lc/lc_2020aehe 1
1028.996 454.439 1028 454 lc/lc_2020aeix 1
509.552 500.591 509 500 lc/lc_2020adgj 1
549.770 1988.853 549 1988 lc/lc_2021rv 1
889.929 402.569 889 402 lc/lc_2020aewb 1
1210.089 1104.884 1210 1104 lc/lc_2021agz 1
981.538 1476.067 981 1476 lc/lc_2021aha 1
1680.999 1626.851 1680 1626 lc/lc_2021aif 1
1702.591 538.358 1702 538 lc/lc_2021bcp 1
1143.894 1222.378 1143 1222 lc/lc_2021bjz 1
180.651 975.846 180 975 lc/lc_2021fg 1
