1787.036 866.396 1787 866 lc/lc_2020ablu 1
274.309 1350.416 274 1350 lc/lc_2020acbc 1
2070.266 910.501 2070 910 lc/lc_2020accy 1
425.295 1328.142 425 1328 lc/lc_2020acds 1
1407.785 1417.407 1407 1417 lc/lc_2020acgf 1
1613.771 1888.642 1613 1888 lc/lc_2020acqf 1
732.375 2018.580 732 2018 lc/lc_2020acxg 1
987.876 2025.426 987 2025 lc/lc_2020acxt 1
2017.610 2036.959 2017 2036 lc/lc_2020addg 1
1296.180 1489.209 1296 1489 lc/lc_2020abrp 1
1598.390 121.203 1598 121 lc/lc_2020adox 1
409.928 1024.871 409 1024 lc/lc_2021aey 1
1440.329 957.991 1440 957 lc/lc_2021agy 1
614.234 1011.206 614 1011 lc/lc_2021ame 1
625.673 1741.577 625 1741 lc/lc_2021avs 1
531.275 1505.604 531 1505 lc/lc_2021axi 1
1246.096 1884.531 1246 1884 lc/lc_2021bal 1
1671.077 1629.631 1671 1629 lc/lc_2021bat 1
578.349 1863.124 578 1863 lc/lc_2021bdm 1
755.857 2024.392 755 2024 lc/lc_2021bgj 1
1849.961 1714.578 1849 1714 lc/lc_2021bgk 1
