1,1,1363,1636,1,0
1,1,2046,1744,-1,1
1,3,1768,1257,1,0
1,3,2006,1681,-1,1
1,3,1398,1050,-1,1
1,3,2011,1658,-1,1
1,3,1654,1049,-1,1
1,3,1621,1171,-1,1
1,3,1529,1094,-1,1
1,3,1621,1045,-1,1
1,3,1437,1106,-1,1
1,3,1983,1708,-1,1
2,2,1737,97,1,0
2,2,1878,1682,1,0
2,2,1439,1019,1,0
2,2,1790,721,1,0
2,2,1296,1942,1,0
2,2,1375,708,1,0
2,2,1302,250,1,0
2,2,2040,820,-1,1
2,2,1540,972,1,0
2,2,1467,1023,1,0
2,2,1161,59,1,0
2,2,1159,669,1,0
2,2,1285,1887,-1,1
2,2,1901,1225,1,0
2,2,1950,1729,1,0
2,2,1567,1600,-1,1
2,2,1086,853,1,0
2,2,732,1073,1,0
2,2,1041,1634,-1,1
2,2,1512,917,1,0
2,2,1468,1924,1,0
2,2,1924,231,-1,1
2,2,1796,861,1,0
2,2,1972,741,1,0
2,2,2020,1665,1,0
2,2,990,1498,1,0
2,2,1335,1852,-1,1
2,2,2025,1573,-1,1
2,2,1887,1660,1,0
2,2,1247,1717,-1,1
2,2,1323,535,1,0
2,2,1088,663,1,0
2,2,1463,176,1,0
2,2,608,98,-1,1
2,2,1858,1723,1,0
2,2,1431,674,1,0
2,2,1339,1879,-1,1
2,2,1994,310,1,0
2,2,1779,1974,1,0
2,2,353,1121,1,0
2,2,842,120,1,0
2,2,1952,1876,1,0
2,2,1396,338,-1,1
2,2,2076,1670,-1,1
2,2,304,1234,-1,1
2,2,1416,2007,1,0
2,2,1183,398,1,0
2,2,1813,1391,1,0
2,2,1403,1030,1,0
2,3,397,1060,1,0
2,3,283,1961,1,0
2,3,111,1832,1,0
2,3,118,1814,-1,1
2,3,105,1630,1,0
2,3,406,714,-1,1
2,3,96,1760,1,0
2,3,421,935,1,0
2,3,367,1781,1,0
2,3,834,1756,1,0
2,3,852,1513,1,0
3,1,1863,1961,-1,1
3,1,145,1902,1,0
3,1,1467,1397,1,0
3,1,1890,1831,-1,1
3,1,766,1889,-1,1
3,1,461,1987,-1,1
3,1,1057,1844,1,0
3,1,1326,1067,1,0
3,1,564,375,1,0
3,1,870,1961,1,0
3,1,395,1931,1,0
3,1,1674,1957,-1,1
3,1,1017,1737,-1,1
3,1,579,1421,1,0
3,1,790,1469,1,0
3,1,1165,1079,1,0
3,1,220,616,1,0
3,1,1034,1524,1,0
3,1,1379,853,1,0
3,1,629,699,1,0
3,1,1244,360,1,0
3,1,957,1746,1,0
3,1,945,1974,1,0
3,1,260,1960,-1,1
3,1,338,1183,1,0
3,1,1167,1921,1,0
3,1,1289,1948,-1,1
3,1,1262,1515,-1,1
3,1,1334,1650,1,0
3,1,822,1423,-1,1
3,1,487,857,1,0
3,1,437,412,1,0
3,1,285,110,-1,1
3,1,1845,1710,1,0
3,1,374,1176,1,0
3,1,871,574,-1,1
3,1,1353,1447,-1,1
3,1,1260,1132,1,0
3,1,1675,1562,1,0
3,1,1013,1840,-1,1
3,1,917,1925,1,0
3,1,1512,1121,1,0
3,1,328,1303,1,0
3,1,839,688,1,0
3,1,1271,1924,1,0
3,1,1022,897,-1,1
3,1,803,1441,1,0
3,1,1270,1651,1,0
3,1,608,827,-1,1
