1.00000e+00,1.00000e+00,1.07900e+03,1.57700e+03,1.35111e+07,7.23708e+06,1.24479e+06,8.10312e+05,3.49473e+06,2.30247e+05,4.91371e-01,3.70783e-01,1.57318e+09,3.02304e-01,4.42131e+06,8.65958e-02,2.41587e-01,3.60361e-01,5.05342e-01,7.47844e-01,2.79126e-02,2.51668e-02,2.90114e-02,2.08367e+06,6.79386e+01,9.85611e-01,9.30014e-01,3.17615e-01,2.85000e+02,5.63069e-01,-1.91640e+00,7.83995e-01,1.00000e+00,1.53846e-01
1.00000e+00,1.00000e+00,1.09000e+03,1.68600e+03,5.14131e+06,1.47293e+06,-3.45788e+05,-1.99388e+04,9.28776e+05,6.62072e+04,5.19046e-01,1.57409e+00,1.44697e+09,2.11220e-01,1.20577e+06,1.45650e-01,3.16829e-01,4.60762e-01,6.41265e-01,8.25651e-01,1.68712e-02,-1.50215e-02,1.62342e-01,4.44719e+05,8.04452e+01,9.89064e-01,9.63199e-01,2.74920e-01,1.40000e+02,7.82342e-01,-2.00427e+00,7.53470e-01,1.00000e+00,1.92308e-01
1.00000e+00,1.00000e+00,1.16500e+03,6.58000e+02,1.14347e+07,1.04891e+07,-1.42747e+06,-8.44819e+05,5.84180e+06,7.53148e+05,9.48001e-01,3.25089e-01,8.79368e+08,3.76109e-01,8.90603e+06,1.62137e-01,3.02897e-01,4.59322e-01,6.46824e-01,8.46917e-01,9.76331e-03,2.92726e-02,3.83278e-03,4.44605e+06,1.77600e+02,9.66457e-01,9.36132e-01,3.97726e-01,6.05000e+02,2.78238e-01,-1.59849e+00,8.32652e-01,1.00000e+00,1.92308e-01
1.00000e+00,1.00000e+00,1.18600e+03,1.60200e+03,5.27945e+05,3.37161e+05,2.64743e+04,1.01353e+05,2.33391e+05,2.68407e+04,8.24174e-01,4.95583e-01,3.24892e+07,4.22208e-01,4.42933e+05,1.66026e-01,4.41723e-01,6.81754e-01,8.45398e-01,9.58117e-01,2.29433e-03,2.22732e-02,7.00714e-03,1.60675e+05,1.05280e+02,9.81220e-01,9.61597e-01,4.38259e-01,6.11000e+02,3.18703e-01,-1.13718e+00,8.80233e-01,1.00000e+00,2.00000e-01
1.00000e+00,1.00000e+00,1.23700e+03,1.26000e+03,2.91202e+07,5.73852e+06,6.26256e+05,2.19370e+05,3.98997e+06,-4.44684e+05,-8.00251e-01,2.09323e+00,6.75697e+08,2.14595e-01,5.82890e+06,4.65681e-01,5.64693e-01,6.23511e-01,7.21071e-01,8.57279e-01,9.00300e-03,7.33089e-03,2.82317e-02,2.86036e+06,3.15305e+01,9.72990e-01,9.71165e-01,4.07965e-01,4.35000e+02,9.30023e-01,-1.46589e+00,8.98129e-01,1.00000e+00,1.20000e-01
1.00000e+00,1.00000e+00,1.26800e+03,1.30100e+03,3.52153e+07,4.02407e+06,-1.32330e+06,-6.96046e+05,2.63500e+06,9.71549e+04,2.65704e-01,6.41941e+00,3.53668e+08,1.42719e-01,2.02571e+06,5.68396e-02,1.68620e-01,3.07615e-01,5.15450e-01,7.89886e-01,2.96583e-02,6.12113e-03,2.36288e-02,9.60370e+05,1.49926e+01,9.91842e-01,9.84389e-01,3.08721e-01,1.68000e+02,9.85503e-01,-1.90070e+00,7.14145e-01,1.00000e+00,1.92308e-01
1.00000e+00,1.00000e+00,1.30600e+03,8.56000e+02,1.01994e+05,1.70300e+04,-4.85591e+02,-8.85986e+02,1.02153e+04,1.20205e+03,8.48666e-01,-2.21740e+00,2.83998e+06,3.05331e-01,1.37740e+04,1.68952e-01,3.19317e-01,4.48023e-01,6.11546e-01,8.08739e-01,3.03849e-03,6.41026e-03,1.17914e-01,6.83711e+03,1.64204e+01,9.08934e-01,8.85129e-01,3.51133e-01,4.26000e+02,9.89541e-01,-1.40147e+00,8.23492e-01,1.00000e+00,1.25000e-01
1.00000e+00,1.00000e+00,1.33700e+03,9.91000e+02,1.81344e+04,1.27350e+04,-8.18116e+02,-2.01936e+03,6.67807e+03,7.41782e+02,8.01514e-01,-5.73815e-01,1.89649e+06,3.13029e-01,9.02341e+03,1.60955e-01,2.89686e-01,4.06250e-01,5.89197e-01,7.99753e-01,1.55774e-02,1.08291e-02,2.90482e-01,4.46467e+03,1.21868e+02,8.46033e-01,8.14274e-01,3.57491e-01,3.64000e+02,4.22335e-01,-3.57690e-01,8.11065e-01,1.00000e+00,1.36364e-01
1.00000e+00,1.00000e+00,1.34700e+03,1.13000e+03,7.57511e+05,6.24544e+05,1.47748e+04,7.55004e+04,3.52430e+05,-4.55982e+04,-9.39378e-01,1.18330e-01,6.83106e+07,3.90457e-01,5.43901e+05,8.73875e-02,3.01735e-01,4.61421e-01,6.64954e-01,8.07962e-01,5.04371e-03,-4.33468e-02,7.61948e-02,2.70020e+05,1.71709e+02,8.92033e-01,8.66403e-01,4.11810e-01,5.81000e+02,3.79032e-01,-6.48101e-01,8.12203e-01,1.00000e+00,1.81818e-01
1.00000e+00,1.00000e+00,1.35000e+03,1.67000e+03,3.15374e+06,2.39179e+06,-6.34036e+05,-7.07816e+05,1.14378e+06,6.13008e+04,3.92661e-01,-9.40249e-01,1.67395e+08,2.70450e-01,9.06828e+05,8.52082e-02,1.51545e-01,2.15715e-01,3.61351e-01,7.95368e-01,4.72716e-02,2.69499e-02,2.79293e-02,4.36929e+05,1.16395e+02,9.61113e-01,8.93949e-01,2.85441e-01,2.73000e+02,6.10336e-01,-2.63855e-01,7.02105e-01,1.00000e+00,1.60000e-01
1.00000e+00,1.00000e+00,1.38700e+03,1.11100e+03,1.58016e+05,9.48599e+04,1.38791e+04,7.89059e+03,4.96983e+04,9.84915e+02,1.43827e-01,-6.77723e-01,2.19726e+07,3.09423e-01,6.26137e+04,1.06318e-01,2.22748e-01,3.85174e-01,5.89532e-01,7.61009e-01,3.49103e-02,6.52103e-04,3.19157e-01,3.07556e+04,1.63094e+02,8.48961e-01,8.34950e-01,2.26698e-01,8.70000e+01,5.09945e-01,-1.08267e+00,7.75168e-01,1.00000e+00,4.54545e-02
1.00000e+00,1.00000e+00,1.50000e+02,7.88000e+02,7.02331e+04,4.28211e+04,-2.99378e+03,4.74471e+03,2.45922e+04,3.04772e+03,8.92048e-01,6.86605e-01,3.33419e+06,3.07692e-01,3.57853e+04,1.47335e-01,3.07687e-01,4.56581e-01,6.51391e-01,8.60355e-01,2.02749e-02,-5.15110e-03,6.16124e-02,1.48235e+04,1.17399e+02,8.74193e-01,8.71952e-01,4.03548e-01,4.87000e+02,4.73558e-01,-1.33871e+00,8.35378e-01,1.00000e+00,2.17391e-01
1.00000e+00,1.00000e+00,1.55000e+02,4.51000e+02,8.84246e+05,6.88693e+05,-2.22191e+04,-1.29419e+05,3.40339e+05,-2.09323e+04,-4.40718e-01,-1.65056e+00,1.29785e+08,1.80723e-01,3.06603e+05,7.62666e-02,1.78780e-01,2.62309e-01,3.97607e-01,7.16633e-01,5.78712e-02,2.06540e-03,1.19629e-01,1.43305e+05,1.13375e+02,9.97382e-01,9.71128e-01,2.97351e-01,1.91000e+02,6.05508e-01,-1.78039e+00,7.26929e-01,1.00000e+00,4.34783e-02
1.00000e+00,1.00000e+00,1.72000e+03,1.47500e+03,1.93103e+06,1.55877e+06,-1.40030e+04,-2.86860e+05,8.44123e+05,-7.64081e+04,-6.69938e-01,-1.24384e+00,1.75619e+08,2.69821e-01,9.40716e+05,7.89959e-02,1.77562e-01,3.39089e-01,5.49237e-01,8.23056e-01,5.98934e-02,-1.00282e-02,2.35520e-02,4.05327e+05,9.30300e+01,9.98467e-01,9.80787e-01,3.57378e-01,3.50000e+02,4.86681e-01,-1.54258e+00,7.83142e-01,1.00000e+00,3.84615e-02
1.00000e+00,1.00000e+00,1.82200e+03,1.95100e+03,1.81081e+05,9.80327e+04,1.05808e+04,1.61256e+04,6.43303e+04,-8.20289e+03,-9.25059e-01,1.90506e-01,1.54692e+07,4.47473e-01,1.23265e+05,2.02000e-01,4.55956e-01,6.94260e-01,8.32099e-01,9.11634e-01,1.80815e-02,-1.34763e-02,3.53035e-02,6.12483e+04,8.65142e+01,9.86442e-01,9.77167e-01,4.18048e-01,6.36000e+02,3.29556e-01,-1.18308e+00,8.37148e-01,1.00000e+00,2.40000e-01
1.00000e+00,1.00000e+00,1.86900e+03,1.00400e+03,1.08560e+05,9.73665e+04,-1.65559e+04,-1.23659e+04,4.79839e+04,1.47873e+03,2.21622e-01,2.38684e-01,4.36656e+06,2.88530e-01,4.71659e+04,7.27246e-02,1.53960e-01,2.58238e-01,4.31726e-01,7.83568e-01,4.00905e-02,-6.46204e-04,1.74854e-02,2.20287e+04,7.70568e+01,9.07342e-01,8.83964e-01,2.97950e-01,2.71000e+02,4.95638e-01,-3.57011e-01,7.38393e-01,1.00000e+00,1.20000e-01
1.00000e+00,1.00000e+00,1.90000e+02,1.12100e+03,4.59417e+06,3.25029e+06,-9.72016e+05,3.64463e+03,2.08351e+06,-2.48173e+05,-8.48404e-01,4.24137e-01,3.43578e+08,3.19632e-01,3.53074e+06,4.42714e-01,5.04528e-01,5.81365e-01,6.98629e-01,8.54520e-01,1.53468e-03,-1.01227e-02,1.34112e-02,1.43666e+06,1.10572e+02,9.64660e-01,8.62078e-01,4.57698e-01,5.67000e+02,2.79448e-01,-6.92102e-01,9.23269e-01,1.00000e+00,1.60000e-01
1.00000e+00,1.00000e+00,1.90000e+02,1.12300e+03,1.04435e+07,1.71157e+06,3.16803e+05,4.90496e+05,9.20634e+05,-3.55171e+04,-2.78945e-01,5.02299e+00,8.82100e+07,1.90296e-01,7.78065e+05,9.36228e-02,2.07958e-01,3.58775e-01,7.41953e-01,8.57574e-01,3.21564e-02,-7.87650e-03,1.81331e-02,3.99845e+05,1.39830e+01,9.96283e-01,9.51624e-01,2.36836e-01,1.20000e+02,9.66919e-01,-3.73815e-02,7.19442e-01,1.00000e+00,2.30769e-01
1.00000e+00,1.00000e+00,1.96200e+03,9.70000e+02,4.77902e+06,9.55291e+05,-4.33725e+04,-3.03619e+03,5.79739e+05,3.79383e+04,4.73133e-01,2.35160e+00,1.30568e+08,2.82665e-01,7.64602e+05,2.07188e-01,3.31181e-01,4.55489e-01,6.33521e-01,7.93656e-01,1.00324e-02,-2.29625e-02,1.21998e-01,3.82864e+05,3.86743e+01,9.79842e-01,9.58222e-01,2.88128e-01,1.07000e+02,9.49224e-01,-1.94129e-01,7.51465e-01,1.00000e+00,1.66667e-01
1.00000e+00,1.00000e+00,1.99100e+03,1.46900e+03,4.63407e+04,1.42283e+04,4.91279e+02,-1.69164e+02,8.18303e+03,-7.07433e+02,-6.28008e-01,1.46246e+00,2.52335e+06,1.33165e-01,7.16942e+03,1.22748e-01,2.14858e-01,3.13056e-01,4.43632e-01,6.09446e-01,4.79949e-02,-1.70401e-02,1.97138e-01,3.47695e+03,7.07916e+01,9.80589e-01,9.72898e-01,2.67952e-01,9.60000e+01,8.85768e-01,-1.99944e+00,6.90017e-01,1.00000e+00,8.00000e-02
