1,1,1662,1995
1,1,1898,109
1,1,615,1229
1,1,434,681
1,1,1531,1920
1,1,1757,1599
1,1,1703,1950
1,1,1363,1639
1,1,1171,1940
1,1,1733,984
1,1,1528,420
1,1,415,880
1,2,1981,449
1,2,1294,1991
1,2,1224,1640
1,2,1784,664
1,2,1910,639
1,2,1814,1928
1,2,1801,552
1,2,1714,1885
1,2,1717,720
1,2,617,1258
1,2,1870,437
1,2,1756,672
1,2,1746,1322
1,2,2048,1687
1,3,1345,1594
1,3,1935,1674
1,3,1431,2005
1,3,280,1971
1,3,1999,1608
1,3,1318,1924
1,3,1421,1465
1,3,1420,1970
1,3,346,1385
1,3,1958,176
1,3,1419,1343
1,3,337,1401
1,3,324,1112
1,3,1143,1965
1,3,1349,802
1,3,1946,1698
1,3,1582,1885
1,3,222,1309
1,3,1458,1896
1,3,1429,1971
1,3,1199,1102
1,3,1405,1979
1,3,221,1561
1,3,1318,1927
1,3,354,1116
1,3,273,1305
1,3,481,957
1,3,1420,1968
1,3,337,1403
1,3,1536,2005
1,3,1282,1911
1,3,1143,1968
1,3,1128,1200
1,4,1907,1879
1,4,1470,881
1,4,1905,710
1,4,1682,1791
1,4,1189,1408
1,4,1812,322
1,4,841,1463
1,4,1470,883
2,1,1130,1492
2,1,170,1412
2,1,1822,1696
2,1,129,1149
2,1,155,1824
2,1,143,82
2,1,188,1973
2,1,484,264
2,1,762,1790
2,1,402,1201
2,2,1185,696
2,2,1768,636
2,2,1861,966
2,2,434,1965
2,2,337,1827
2,2,1460,383
2,2,358,1184
2,2,1951,1836
2,2,1888,864
2,2,916,194
2,2,838,779
2,2,1803,1689
2,2,781,1484
2,2,1300,1887
2,2,2076,377
2,2,1788,864
2,2,1897,1545
2,2,1988,217
2,2,1121,1984
2,2,1982,253
2,2,1757,1931
2,3,1703,1307
2,3,157,1156
2,3,606,481
2,3,924,398
2,3,1289,1863
2,3,368,705
2,3,603,145
2,3,1823,1186
2,3,1020,798
2,3,1718,1231
2,3,303,1887
2,4,1977,373
2,4,1135,1832
2,4,322,1710
2,4,742,1426
2,4,271,1989
2,4,1864,1375
2,4,807,1760
2,4,843,1990
2,4,930,1763
2,4,1732,950
2,4,181,1830
2,4,173,972
2,4,1703,1071
2,4,787,1697
2,4,349,1162
2,4,1904,1309
2,4,829,70
2,4,650,1855
2,4,1649,1190
2,4,1896,550
2,4,213,1985
2,4,939,1387
2,4,1891,1395
2,4,973,1740
2,4,322,1713
2,4,1950,1414
2,4,1368,1846
2,4,1136,1829
2,4,362,1588
2,4,178,1007
2,4,1806,1487
2,4,585,1899
2,4,1900,1133
2,4,2029,1449
2,4,816,1535
2,4,2002,1202
3,1,1725,1895
3,1,391,354
3,1,1869,35
3,1,796,448
3,1,102,1185
3,1,1689,2003
3,1,1309,1390
3,1,154,575
3,1,1601,947
3,1,1327,515
3,1,2079,1208
3,1,1207,1717
3,1,1737,57
3,1,847,1998
3,1,433,1916
3,1,119,106
3,1,369,577
3,1,1853,106
3,1,247,480
3,1,1667,43
3,2,318,1974
3,2,2050,1845
3,2,1145,1336
3,2,602,553
3,2,2031,764
3,2,1204,714
3,2,610,574
3,2,1537,688
3,2,1834,769
3,2,367,150
3,2,1618,1465
3,2,274,1646
3,3,1450,1872
3,3,671,418
3,3,779,134
3,3,166,1221
3,3,966,1666
3,3,964,1968
3,3,1434,1920
3,3,770,1859
3,3,733,1555
3,3,935,1988
3,3,1613,1098
3,3,269,1648
3,3,701,1582
3,3,615,1641
3,3,935,1991
3,3,942,1996
3,3,216,1040
3,3,1828,1834
3,3,930,851
3,3,1171,1478
3,3,704,977
3,3,1973,1509
3,3,1515,1862
3,3,824,629
3,3,323,960
3,3,204,1291
3,4,688,101
3,4,942,773
3,4,1602,880
3,4,2052,666
3,4,2075,1238
3,4,2036,178
3,4,1663,1181
3,4,995,1760
3,4,1398,1778
3,4,1162,606
3,4,207,1687
3,4,430,1605
4,1,1566,226
4,1,939,439
4,1,594,1408
4,1,1974,1923
4,1,1134,44
4,1,1715,1924
4,2,1915,640
4,2,2055,398
4,2,230,962
4,2,1734,1168
4,2,1119,473
4,2,958,875
4,2,579,55
4,2,1672,1571
4,2,1488,2017
4,2,265,806
4,2,1306,391
4,2,613,152
4,2,1920,706
4,2,1566,884
4,2,1787,1311
4,2,631,375
4,2,1524,1732
4,2,1684,1299
4,2,1304,1743
4,2,1811,244
4,2,1884,813
4,3,1480,1290
4,3,1462,1585
4,3,350,565
4,3,1549,1466
4,3,1519,1416
4,3,1458,1438
4,3,1612,806
4,4,1690,1917
4,4,1295,624
4,4,1291,612
4,4,1546,1146
4,4,283,1275
4,4,1932,775
4,4,2032,614
4,4,1752,1442
4,4,1700,1396
1,4,576,1273
1,1,1189,1849
3,4,290,1202
1,3,1345,1596
2,4,2030,1451
4,3,239,632
1,4,490,1148
1,2,961,1765
1,2,1910,1048
2,4,1269,256
2,4,166,1798
1,2,658,1766
2,1,843,587
1,1,303,769
4,2,1723,466
3,1,1239,1074
2,4,1794,930
1,1,1534,1955
3,3,1976,1795
3,1,1928,1126
3,1,396,973
4,4,622,1210
3,4,637,1201
2,2,617,1863
3,4,1800,1223
1,2,1880,1062
1,3,1425,1683
3,3,195,958
1,1,353,1115
2,4,1806,1096
4,2,1228,1940
2,4,342,1749
2,4,1649,995
1,1,1124,619
2,4,966,918
1,1,1533,1721
