785.531 1120.739 785 1120 lc/lc_2020abjj 1
431.867 235.704 431 235 lc/lc_2020abqs 1
474.936 2027.985 474 2027 lc/lc_2020abqy 1
103.215 1280.378 103 1280 lc/lc_2020abvn 1
1424.824 411.027 1424 411 lc/lc_2020abwr 1
1415.567 1161.524 1415 1161 lc/lc_2020acaw 1
273.528 1183.791 273 1183 lc/lc_2020acba 1
116.086 1918.611 116 1918 lc/lc_2020acnj 1
1265.436 1962.478 1265 1962 lc/lc_2020acrz 1
851.072 1947.866 851 1947 lc/lc_2020adsj 1
1056.543 265.060 1056 265 lc/lc_2020aesr 1
363.383 1990.966 363 1990 lc/lc_2021ly 1
1163.277 1735.798 1163 1735 lc/lc_2021ok 1
1005.363 187.337 1005 187 lc/lc_2021on 1
480.946 666.020 480 666 lc/lc_2021rm 1
629.365 542.709 629 542 lc/lc_2021X 1
992.564 2015.224 992 2015 lc/lc_2020aewg 1
1097.587 496.335 1097 496 lc/lc_2021ake 1
893.419 1294.599 893 1294 lc/lc_2021akq 1
1738.336 761.383 1738 761 lc/lc_2021aoa 1
242.241 636.936 242 636 lc/lc_2021ava 1
1226.703 68.918 1226 68 lc/lc_2021ayi 1
1135.707 1265.050 1135 1265 lc/lc_2021big 1
1688.983 1565.801 1688 1565 lc/lc_2021bmr 1
