32,1,2,954,806
32,1,1,670,1063
32,1,1,1375,932
32,1,1,586,719
32,1,2,957,1006
32,1,1,421,774
32,1,2,839,1228
32,1,1,666,692
32,1,2,352,1966
32,2,1,1395,1295
32,1,2,1513,549
32,1,4,609,1830
32,1,2,1950,1082
32,1,2,1457,110
32,1,2,287,1443
32,1,1,1838,1542
32,1,2,218,125
32,1,2,1856,1436
32,1,1,1461,342
32,1,1,661,573
32,1,1,1134,1270
32,1,2,297,1492
32,1,1,272,803
32,1,1,1746,908
32,1,1,1700,501
32,1,1,1319,172
32,1,1,1844,1671
32,1,1,2071,300
32,1,1,1450,256
32,1,1,1053,408
32,1,1,1841,45
32,1,1,1639,137
32,1,1,187,1040
32,1,2,557,1153
32,1,2,696,238
32,1,1,794,1153
32,1,2,1014,1710
32,1,2,571,1135
32,1,1,1479,1855
32,1,2,543,110
32,1,2,474,807
32,1,2,117,125
32,1,4,1785,1431
32,2,2,1026,270
32,1,3,198,1675
32,1,1,553,839
32,1,2,1847,1303
32,1,2,1549,427
32,1,2,555,1538
32,1,1,820,668
32,2,1,916,1516
32,1,2,953,771
32,1,1,120,472
32,1,2,1917,60
32,1,2,114,649
32,1,2,614,724
32,1,2,923,696
32,1,2,1649,367
32,1,2,1009,379
32,1,1,261,499
32,1,2,1176,1067
32,1,2,1628,1098
32,1,4,1132,651
32,1,2,526,465
32,1,1,187,1040
32,1,2,1493,1893
32,1,2,1965,693
32,1,4,1334,634
32,1,4,935,700
32,1,4,1400,960
32,1,4,1979,66
32,2,2,1317,1296
32,1,2,343,424
32,1,2,953,771
32,1,1,1566,343
32,1,2,471,1742
32,1,4,1619,771
32,1,2,835,1666
32,1,1,861,1999
32,1,3,1740,1386
32,1,4,949,494
32,1,2,999,998
32,1,1,676,1293
32,1,2,1021,1098
32,1,2,1314,2021
32,1,2,286,1692
32,1,2,443,932
32,1,2,1315,1239
32,1,2,2010,1360
32,1,1,200,1205
32,1,1,1011,823
32,1,1,147,1214
32,1,2,1975,1387
32,1,4,2053,723
32,1,3,1787,1452
32,1,4,189,1276
32,1,2,719,438
32,1,3,2047,117
32,1,2,1264,880
32,1,4,1657,238
32,1,2,1863,588
32,1,2,584,1154
32,1,2,1084,452
32,1,2,1176,579
32,1,4,2009,1250
32,1,2,518,429
32,1,4,1862,194
32,1,2,975,995
32,1,3,1930,1929
32,1,3,642,622
32,1,3,157,900
32,1,1,1338,614
32,2,1,556,1221
32,1,2,681,1920
32,1,3,2071,1941
32,1,4,1765,1361
32,1,4,1548,520
32,1,4,1910,817
32,1,2,606,142
32,1,4,1772,1231
32,1,2,534,794
32,1,2,655,57
32,1,4,2063,1326
32,1,2,261,794
32,1,3,2025,1773
32,1,1,277,1036
32,1,1,1456,777
32,1,2,343,424
32,1,1,614,556
32,1,1,972,1755
32,1,2,751,674
32,1,2,1136,1670
32,1,1,1775,62
32,1,1,920,339
32,1,2,979,664
32,1,2,307,1121
32,1,1,1583,120
32,1,2,885,380
32,1,2,916,1736
32,1,2,107,514
32,1,2,962,335
32,1,2,298,304
32,1,2,1349,226
32,1,2,307,1121
32,1,1,553,839
32,1,2,394,281
32,1,1,269,690
32,1,2,1652,1455
32,1,1,280,815
32,1,1,659,133
32,1,2,1856,1436
32,1,1,164,220
32,1,2,305,176
32,1,2,1169,434
32,1,1,1698,1106
32,1,2,1250,786
32,1,2,286,1692
32,1,2,865,1586
32,1,2,307,1121
32,1,3,1848,1515
32,1,1,1011,823
32,1,1,1185,1280
32,1,1,703,86
32,1,1,989,342
32,1,2,760,161
32,1,2,857,1999
32,1,1,350,1026
32,1,2,1202,616
32,1,1,1265,546
32,1,2,729,896
32,1,1,1007,1089
32,1,2,530,1289
32,1,2,119,1209
32,1,2,1099,39
32,1,2,385,1192
32,1,2,1410,1602
32,1,2,684,86
32,1,2,96,1401
32,1,3,751,1315
32,2,1,924,2004
32,1,1,1075,993
32,1,2,379,1695
32,1,2,760,161
32,1,2,1482,978
32,1,2,570,132
32,1,2,255,959
32,1,2,110,1434
32,1,2,471,1742
32,2,1,804,829
32,1,3,189,480
32,1,3,1195,549
32,1,2,1971,673
32,1,1,314,1218
32,1,1,1651,463
32,1,2,290,1706
32,1,2,999,481
32,1,2,767,402
32,1,2,1365,875
32,1,2,855,1295
32,1,2,355,344
32,1,2,591,1266
32,1,2,555,1498
32,1,2,891,765
32,1,3,1264,1935
32,1,2,1124,674
32,1,2,1021,1098
32,1,2,1556,298
32,1,2,2024,1304
32,1,2,1456,774
32,1,3,2073,1934
32,1,2,1084,452
32,1,3,234,1654
32,1,2,962,1740
32,1,2,303,1437
32,2,1,886,85
32,2,1,2037,1268
32,1,3,1740,1386
32,1,2,432,1813
32,1,2,1965,693
32,1,1,953,1965
32,1,1,211,99
32,1,2,299,674
32,1,2,145,270
32,1,1,2062,1617
32,1,1,305,414
32,1,2,434,1812
32,1,2,601,602
32,1,3,2072,1164
32,1,2,812,416
32,1,2,1476,286
32,1,2,1956,668
32,1,2,119,1050
32,1,1,292,935
32,1,2,298,304
32,1,1,923,1406
32,1,2,851,977
32,1,2,443,932
32,1,2,1440,156
32,1,1,2045,236
32,1,1,225,488
32,1,1,1707,223
32,1,1,1719,1392
32,1,3,508,603
32,1,2,1677,1193
32,1,2,751,674
32,1,3,839,1014
32,1,2,1276,1939
32,1,2,285,310
32,1,2,432,1813
32,1,2,1781,576
32,1,2,1081,771
32,1,3,871,1456
32,1,1,120,472
32,1,2,1147,2028
32,1,2,953,771
32,1,2,1162,1886
32,1,1,1041,976
32,1,1,616,414
32,1,2,948,499
32,1,2,1719,1109
32,1,1,912,702
32,1,1,1920,813
32,1,1,1775,62
32,1,2,2044,1620
32,1,2,527,647
32,1,2,673,401
32,1,3,444,1204
32,1,4,1055,955
32,1,2,481,305
32,1,3,1978,1939
32,1,2,999,481
32,1,2,2041,535
32,1,2,1965,693
32,1,1,1592,204
32,1,3,839,1014
32,1,1,258,1417
32,1,2,1453,452
32,1,2,317,97
32,1,1,820,668
32,1,1,1114,647
32,1,2,1549,427
32,1,2,1821,744
32,1,2,371,1634
32,1,2,317,97
32,1,2,1081,771
32,1,3,228,1365
32,1,3,143,303
32,1,2,1526,507
32,1,3,662,808
32,1,2,1644,1334
32,1,3,277,943
32,1,4,1446,1784
32,2,1,316,1072
32,2,3,227,233
32,2,2,1983,1985
32,1,2,1084,452
32,1,2,1584,71
32,1,2,614,724
32,1,2,1933,291
32,1,4,1448,422
32,1,4,1324,1791
32,1,3,1398,1831
32,1,3,1680,1357
32,1,2,787,1352
32,1,1,1331,2008
32,1,2,970,1959
32,1,2,108,573
32,1,2,299,674
32,1,1,839,67
32,1,1,339,487
32,1,1,1278,110
32,1,2,1028,484
32,1,1,1037,1032
32,1,2,189,1997
32,1,3,157,900
