1488.526 1937.562 1488 1937 lc/lc_2020aafo 1
755.078 1539.450 755 1539 lc/lc_2020aawh 1
1036.681 417.878 1036 417 lc/lc_2020abez 1
1860.748 975.325 1860 975 lc/lc_2020abqu 1
397.391 1891.385 397 1891 lc/lc_2020acay 1
644.983 1792.077 644 1792 lc/lc_2020acbf 1
2021.706 820.409 2021 820 lc/lc_2020accz 1
1626.891 761.848 1626 761 lc/lc_2020acdk 1
1383.026 397.844 1383 397 lc/lc_2020achi 1
1019.866 552.414 1019 552 lc/lc_2020acmr 1
1504.871 381.551 1504 381 lc/lc_2020acpu 1
209.485 1555.496 209 1555 lc/lc_2020acya 1
843.893 513.275 843 513 lc/lc_2020adbn 1
727.024 281.860 727 281 lc/lc_2020aedr 1
726.046 481.403 726 481 lc/lc_2020aefr 1
1238.621 718.984 1238 718 lc/lc_2020aefv 1
424.202 1050.799 424 1050 lc/lc_2020aegs 1
385.633 542.841 385 542 lc/lc_2020aegx 1
1841.274 340.790 1841 340 lc/lc_2020aehy 1
1542.504 1449.566 1542 1449 lc/lc_2020aeio 1
314.602 646.516 314 646 lc/lc_2020aeip 1
783.253 127.390 783 127 lc/lc_2020aeja 1
2047.462 685.703 2047 685 lc/lc_2020adbx 1
388.204 1546.452 388 1546 lc/lc_2020aeqb 1
1063.028 748.864 1063 748 lc/lc_2020aetp 1
229.930 1027.562 229 1027 lc/lc_2021ol 1
670.502 481.965 670 481 lc/lc_2021sz 1
2045.280 1364.682 2045 1364 lc/lc_2020aevp 1
1050.193 384.760 1050 384 lc/lc_2021arg 1
741.554 892.743 741 892 lc/lc_2021azu 1
1536.907 1074.783 1536 1074 lc/lc_2021bkj 1
1273.526 628.939 1273 628 lc/lc_2021bmv 1
